SAMPLE_POINT_ID,COLLECTION_DATE,Convert Date,Concantenate (Fake Year),Convert to Date Format (Fake Year),,RESULT,COLLECTION_TIME,SAMPLER,ENTRY_DATE,ANALYSIS_DATE,ANALYTE,STATUS,RESULT,UNITS,SAMPLE_ID,LAB_NAME,ANALYST,SAMPLE_TYPE
TIJERI,14-NOV-12,11/14/12,11-14-2015,Err:502,8,8,12:30,SAM,26-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8,MG/L,200361378,,WWURXF,PR OILTPH 01
TIJERI,19-NOV-12,11/19/12,11-19-2015,Err:502,5.8,5.8,11:50,SAM,07-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.8,MG/L,200361667,,WWUNAA,PR OILTPH 01
TIJERI,26-NOV-12,11/26/12,11-26-2015,Err:502,7,7,10:35,SAM,04-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7,MG/L,200361963,,WWUNAA,PR OILTPH 01
TIJERI,03-DEC-12,12/03/12,12-3-2015,Err:502,6.9,6.9,10:30,SAM,19-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.9,MG/L,200362299,,WWUNAA,PR OILTPH 01
TIJERI,10-DEC-12,12/10/12,12-10-2015,Err:502,6.9,6.9,11:40,SAM,20-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.9,MG/L,200362694,,WWUNAA,PR OILTPH 01
TIJERI,17-DEC-12,12/17/12,12-17-2015,Err:502,7,7,11:00,SAM,27-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7,MG/L,200363131,,WWUNAA,PR OILTPH 01
TIJERI,24-DEC-12,12/24/12,12-24-2015,Err:502,7.4,7.4,10:10,SAM,03-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200363509,,WWUNAA,PR OILTPH 01
TIJERI,02-JAN-13,01/02/13,1-2-2015,Err:502,8.5,8.5,11:45,SAM,10-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200363869,,WWURXF,PR OILTPH 01
TIJERI,07-JAN-13,01/07/13,1-7-2015,Err:502,6.7,6.7,13:00,SAM,30-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.7,MG/L,200364120,,WWUNAA,PR OILTPH 01
TIJERI,16-JAN-13,01/16/13,1-16-2015,Err:502,9.3,9.3,11:00,SAM,31-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.3,MG/L,200364693,,WWUNAA,PR OILTPH 01
TIJERI,23-JAN-13,01/23/13,1-23-2015,Err:502,11,11,13:00,SAM,30-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200365029,,WWUNAA,PR OILTPH 01
TIJERI,28-JAN-13,01/28/13,1-28-2015,Err:502,14,14,11:45,SAM,15-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200365312,,WWUNAA,PR OILTPH 01
TIJERI,04-FEB-13,02/04/13,2-4-2015,Err:502,9.2,9.2,13:30,SAM,27-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200365646,,WWUNAA,PR OILTPH 01
TIJERI,11-FEB-13,02/11/13,2-11-2015,Err:502,12,12,13:25,SAM,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200366053,,WWUNAA,PR OILTPH 01
TIJERI,20-FEB-13,02/20/13,2-20-2015,Err:502,7.1,7.1,09:20,SAM,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.1,MG/L,200366587,,WWUNAA,PR OILTPH 01
TIJERI,25-FEB-13,02/25/13,2-25-2015,Err:502,8,8,10:45,SAM,15-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8,MG/L,200366862,,WWUNAA,PR OILTPH 01
TIJERI,04-MAR-13,03/04/13,3-4-2015,Err:502,9.2,9.2,09:45,SAM,01-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200367225,,WWUNAA,PR OILTPH 01
TIJERI,11-MAR-13,03/11/13,3-11-2015,Err:502,14,14,09:50,SAM,02-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200367637,,WWUNAA,PR OILTPH 01
TIJERI,18-MAR-13,03/18/13,3-18-2015,Err:502,11,11,10:40,SAM,05-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200368086,,WWUNAA,PR OILTPH 01
TIJERI,27-MAR-13,03/27/13,3-27-2015,Err:502,30,30,11:10,ACM,10-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200368608,,WWURAP,PR OILTPH 01
TIJERI,02-APR-13,04/02/13,4-2-2015,Err:502,12,12,09:20,SAM,24-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200368896,,WWURAP,PR OILTPH 01
TIJERI,10-APR-13,04/10/13,4-10-2015,Err:502,5,<5.7,09:00,SAM,28-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.7,MG/L,200369376,,WWURAP,PR OILTPH 01
TIJERI,17-APR-13,04/17/13,4-17-2015,Err:502,5,<5.6,08:45,SAM,12-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200369887,,WWURAP,PR OILTPH 01
TIJERI,24-APR-13,04/24/13,4-24-2015,Err:502,5.9,5.9,08:30,SAM,15-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,5.9,MG/L,200370358,,WWURAP,PR OILTPH 01
TIJERI,01-MAY-13,05/01/13,5-1-2015,Err:502,6.8,6.8,09:30,SAM,19-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.8,MG/L,200370775,,WWURAP,PR OILTPH 01
TIJERI,08-MAY-13,05/08/13,5-8-2015,Err:502,5,<5.2,09:15,ACS,05-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200371218,,WWURAP,PR OILTPH 01
TIJERI,15-MAY-13,05/15/13,5-15-2015,Err:502,44,44,10:00,SAM,05-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,44,MG/L,200371678,,WWURAP,PR OILTPH 01
TIJERI,22-MAY-13,05/22/13,5-22-2015,Err:502,9,9,11:25,ACS,02-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9,MG/L,200372095,,WWURAP,PR OILTPH 01
TIJERI,29-MAY-13,05/29/13,5-29-2015,Err:502,5,<5.9,09:45,ACS,09-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.9,MG/L,200372429,,WWURAP,PR OILTPH 01
TIJERI,30-MAY-13,05/30/13,5-30-2015,Err:502,6,<6.5,09:05,ACS,09-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<6.5,MG/L,200372480,WQL,WWURAP,PR ADHOC  01
TIJERI,05-JUN-13,06/05/13,6-5-2015,Err:502,5,<5.3,09:35,JDG,23-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.3,MG/L,200372815,,WWURAP,PR OILTPH 01
TIJERI,12-JUN-13,06/12/13,6-12-2015,Err:502,10,10,14:30,JDG,08-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200373275,,WWURAP,PR OILTPH 01
TIJERI,19-JUN-13,06/19/13,6-19-2015,Err:502,13,13,11:20,JDG,16-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200373647,,WWURAP,PR OILTPH 01
TIJERI,25-JUN-13,06/25/13,6-25-2015,Err:502,33,33,12:10,JDG,08-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,33,MG/L,200374022,,WWURAP,PR OILTPH 01
TIJERI,02-JUL-13,07/02/13,7-2-2015,Err:502,6.9,6.9,10:45,ACM,18-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.9,MG/L,200374531,,WWURAP,PR OILTPH 01
TIJERI,31-JUL-13,07/31/13,7-31-2015,Err:502,5.5,5.5,09:15,ACS,14-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,5.5,MG/L,200376413,,WWURAP,PR OILTPH 01
TIJERI,17-JUL-13,07/17/13,7-17-2015,Err:502,7.7,7.7,12:20,ACM,29-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200375528,,WWURAP,PR OILTPH 01
TIJERI,23-JUL-13,07/23/13,7-23-2015,Err:502,5,<5.3,10:30,ACM,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.3,MG/L,200375882,,WWURAP,PR OILTPH 01
TIJERI,07-AUG-13,08/07/13,8-7-2015,Err:502,5,<5.2,08:40,ACS,28-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200376813,,WWURAP,PR OILTPH 01
TIJERI,13-AUG-13,08/13/13,8-13-2015,Err:502,7.2,7.2,10:50,ACS,09-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.2,MG/L,200377185,,WWURAP,PR OILTPH 01
TIJERI,20-AUG-13,08/20/13,8-20-2015,Err:502,6.7,6.7,11:35,ACS,10-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.7,MG/L,200377655,,WWURAP,PR OILTPH 01
TIJERI,27-AUG-13,08/27/13,8-27-2015,Err:502,6.9,6.9,09:50,ACS,12-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.9,MG/L,200378136,,WWURAP,PR OILTPH 01
TIJERI,04-SEP-13,09/04/13,9-4-2015,Err:502,5,<5.4,09:55,ACS,16-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.4,MG/L,200378576,,WWURAP,PR OILTPH 01
TIJERI,10-SEP-13,09/10/13,9-10-2015,Err:502,5,<5.2,09:25,JDG,27-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200379116,,WWUNAA,PR OILTPH 01
TIJERI,17-SEP-13,09/17/13,9-17-2015,Err:502,15,15,12:35,ACS,10-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200379692,,WWURAP,PR OILTPH 01
TIJERI,24-SEP-13,09/24/13,9-24-2015,Err:502,7.4,7.4,08:50,ACS,15-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200380187,,WWURAP,PR OILTPH 01
TIJERI,01-OCT-13,10/01/13,10-1-2015,Err:502,7.7,7.7,09:30,ACS,29-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200380618,,WWURAP,PR OILTPH 01
TIJERI,08-OCT-13,10/08/13,10-8-2015,Err:502,5,<5.2,08:50,ACS,03-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200381097,,WWURAP,PR OILTPH 01
TIJERI,15-OCT-13,10/15/13,10-15-2015,Err:502,7.7,7.7,09:55,ACS,07-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200381558,,WWURAP,PR OILTPH 01
TIJERI,22-OCT-13,10/22/13,10-22-2015,Err:502,37,37,09:35,ACS,13-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,37,MG/L,200382069,,WWURAP,PR OILTPH 01
TIJERI,29-OCT-13,10/29/13,10-29-2015,Err:502,8.2,8.2,10:10,CJP,20-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200382534,,WWURAP,PR OILTPH 01
TIJERI,06-NOV-13,11/06/13,11-6-2015,Err:502,5,<5.5,09:45,CJP,11-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.5,MG/L,200383065,,WWUSXH,PR OILTPH 01
TIJERI,13-NOV-13,11/13/13,11-13-2015,Err:502,6.6,6.6,14:30,CJP,02-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.6,MG/L,200383481,,WWURAP,PR OILTPH 01
TIJERI,19-NOV-13,11/19/13,11-19-2015,Err:502,9,9,10:00,CP ,24-APR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,9,MG/L,200383886,,WWUSXH,PR OILTPH 01
TIJERI,25-NOV-13,11/25/13,11-25-2015,Err:502,5,<5.4,10:05,CJP,10-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.4,MG/L,200384289,,WWUSXH,PR OILTPH 01
TIJERI,02-DEC-13,12/02/13,12-2-2015,Err:502,21,21,14:30,ACM,17-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200384671,,WWUSXH,PR OILTPH 01
TIJERI,10-DEC-13,12/10/13,12-10-2015,Err:502,8.4,8.4,10:15,ACM,08-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200385141,,WWURAP,PR OILTPH 01
TIJERI,17-DEC-13,12/17/13,12-17-2015,Err:502,5,<5.6,10:55,ACM,07-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200385585,,WWURAP,PR OILTPH 01
TIJERI,30-DEC-13,12/30/13,12-30-2015,Err:502,7.2,7.2,10:15,ACM,09-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.2,MG/L,200386350,,WWURAP,PR OILTPH 01
TIJERI,08-JAN-14,01/08/14,1-8-2015,Err:502,14,14,13:30,JDG,04-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200386867,,WWURAP,PR OILTPH 01
TIJERI,15-JAN-14,01/15/14,1-15-2015,Err:502,7.9,7.9,10:35,JDG,09-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.9,MG/L,200387367,,WWURAP,PR OILTPH 01
TIJERI,22-JAN-14,01/22/14,1-22-2015,Err:502,5.6,5.6,09:30,JDG,04-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,5.6,MG/L,200387757,,WWURAP,PR OILTPH 01
TIJERI,29-JAN-14,01/29/14,1-29-2015,Err:502,7,7,12:10,JDG,27-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7,MG/L,200388220,,WWURAP,PR OILTPH 01
TIJERI,04-FEB-14,02/04/14,2-4-2015,Err:502,12,12,11:40,JDG,02-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200388589,,WWURAP,PR OILTPH 01
TIJERI,12-FEB-14,02/12/14,2-12-2015,Err:502,11,11,13:15,JDG,26-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200389191,,WWURAP,PR OILTPH 01
TIJERI,19-FEB-14,02/19/14,2-19-2015,Err:502,15,15,10:40,JDG,26-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200389543,,WWURAP,PR OILTPH 01
TIJERI,26-FEB-14,02/26/14,2-26-2015,Err:502,9.3,9.3,10:55,ACS,16-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,9.3,MG/L,200390024,,WWURAP,PR OILTPH 01
TIJERI,04-MAR-14,03/04/14,3-4-2015,Err:502,10,10,11:30,JDG,20-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200390409,,WWURAP,PR OILTPH 01
TIJERI,12-MAR-14,03/12/14,3-12-2015,Err:502,15,15,13:35,JDG,25-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200390979,,WWURAP,PR OILTPH 01
TIJERI,02-APR-14,04/02/14,4-2-2015,Err:502,11,11,12:25,JDG,16-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200392356,,WWURAP,PR OILTPH 01
TIJERI,08-APR-14,04/08/14,4-8-2015,Err:502,6.4,6.4,10:10,JDG,20-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.4,MG/L,200392724,,WWURAP,PR OILTPH 01
TIJERI,15-APR-14,04/15/14,4-15-2015,Err:502,7.3,7.3,10:00,JDG,24-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.3,MG/L,200393215,,WWURAP,PR OILTPH 01
TIJERI,22-APR-14,04/22/14,4-22-2015,Err:502,11,11,12:45,ACS,07-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200393708,,WWURAP,PR OILTPH 01
TIJERI,01-MAY-14,05/01/14,5-1-2015,Err:502,7.4,7.4,10:25,JDG,13-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200394286,,WWURAP,PR OILTPH 01
TIJERI,07-MAY-14,05/07/14,5-7-2015,Err:502,8.7,8.7,13:50,JDG,19-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200394716,,WWURAP,PR OILTPH 01
TIJERI,14-MAY-14,05/14/14,5-14-2015,Err:502,8.9,8.9,13:35,JDG,28-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.9,MG/L,200395214,,WWURAP,PR OILCMP 01
TIJERI,21-MAY-14,05/21/14,5-21-2015,Err:502,10,10,10:50,JDG,03-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200395695,,WWURAP,PR OILTPH 01
TIJERI,28-MAY-14,05/28/14,5-28-2015,Err:502,5,<5.4,09:40,JDG,11-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.4,MG/L,200396115,,WWURAP,PR OILTPH 01
TIJERI,04-JUN-14,06/04/14,6-4-2015,Err:502,11,11,13:20,JDG,19-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200396597,,WWURAP,PR OILTPH 01
TIJERI,11-JUN-14,06/11/14,6-11-2015,Err:502,5,<5.5,09:50,JDG,26-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.5,MG/L,200397060,,WWURAP,PR OILTPH 01
TIJERI,18-JUN-14,06/18/14,6-18-2015,Err:502,7.5,7.5,11:45,JDG,06-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.5,MG/L,200397508,,WWURAP,PR OILTPH 01
TIJERI,25-JUN-14,06/25/14,6-25-2015,Err:502,11,11,13:50,JDG,10-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200398019,,WWURAP,PR OILTPH 01
TIJERI,02-JUL-14,07/02/14,7-2-2015,Err:502,13,13,10:50,JDG,10-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200398450,,WWURAP,PR OILTPH 01
TIJERI,16-JUL-14,07/16/14,7-16-2015,Err:502,32,32,10:30,JDG,31-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200399380,,WWURAP,PR OILTPH 01
TIJERI,23-JUL-14,07/23/14,7-23-2015,Err:502,5,<5.5,12:50,JDG,10-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.5,MG/L,200399888,,WWURAP,PR OILTPH 01
TIJERI,30-JUL-14,07/30/14,7-30-2015,Err:502,6.4,6.4,11:30,CJP,19-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.4,MG/L,200400365,,WWURAP,PR OILTPH 01
TIJERI,06-AUG-14,08/06/14,8-6-2015,Err:502,9.9,9.9,13:50,JDG,25-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,9.9,MG/L,200400869,,WWURAP,PR OILTPH 01
TIJERI,13-AUG-14,08/13/14,8-13-2015,Err:502,8.4,8.4,11:15,CJP,28-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200401343,,WWURAP,PR OILTPH 01
TIJERI,20-AUG-14,08/20/14,8-20-2015,Err:502,6.8,6.8,10:30,CJP,09-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.8,MG/L,200401839,,WWURAP,PR OILTPH 01
TIJERI,27-AUG-14,08/27/14,8-27-2015,Err:502,11,11,11:35,JDG,09-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200402349,,WWURAP,PR OILTPH 01
TIJERI,03-SEP-14,09/03/14,9-3-2015,Err:502,8.7,8.7,11:05,JDG,18-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200402752,,WWURAP,PR OILTPH 01
TIJERI,10-SEP-14,09/10/14,9-10-2015,Err:502,12,12,15:25,JDG,24-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200403295,,WWURAP,PR OILTPH 01
TIJERI,17-SEP-14,09/17/14,9-17-2015,Err:502,11,11,13:30,JDG,30-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200403818,,WWURAP,PR OILTPH 01
TIJERI,24-SEP-14,09/24/14,9-24-2015,Err:502,6.2,6.2,10:45,JDG,06-OCT-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.2,MG/L,200404303,,WWUSXH,PR OILTPH 01
TIJERI,01-OCT-14,10/01/14,10-1-2015,Err:502,7.4,7.4,12:00,CJP,10-OCT-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200404701,,WWUSXH,PR OILTPH 01
TIJERI,22-OCT-14,10/22/14,10-22-2015,Err:502,9.6,9.6,12:45,JDG,12-NOV-14,,HEM - SGT HEM (Oil and Grease),APPROVED,9.6,MG/L,200406110,,WWURAP,PR OILTPH 01
TIJERI,19-NOV-14,11/19/14,11-19-2015,Err:502,10,10,09:10,JDG,03-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200407977,,WWURAP,PR OILTPH 01
TIJERI,17-DEC-14,12/17/14,12-17-2015,Err:502,17,17,13:10,JDG,08-JAN-15,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200409888,,WWURAP,PR OILTPH 02
TIJERI,14-JAN-15,01/14/15,1-14-2015,Err:502,17,17,10:55,JDG,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200411556,,WWURAP,PR OILTPH 02
TIJERI,18-FEB-15,02/18/15,2-18-2015,Err:502,9,<10,09:10,JDG,03-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,<10,MG/L,200413996,,WWURAP,PR OILTPH 02
TIJERI,18-MAR-15,03/18/15,3-18-2015,Err:502,20,20,10:15,GGP,27-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200416327,,WWUSXH,PR OILTPH 02
TP2.3,19-MAY-10,05/19/10,5-19-2015,Err:502,74.4,74.4,21:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,74.4,MG/L,200314566,ASSAIGAI,WWUJDJ,PR OILCTR 01
TP2.3,19-MAY-10,05/19/10,5-19-2015,Err:502,96.4,96.4,21:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,96.4,MG/L,200314567,ASSAIGAI,WWUAKS,PR TPHCTR 01
TP2.3,22-JUN-10,06/22/10,6-22-2015,Err:502,12,12,21:00,MPO,31-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200316089,ASSAIGAI,WWUJCG,PR OILCTR 01
TP2.3,22-JUN-10,06/22/10,6-22-2015,Err:502,6.6,6.6,21:00,MPO,31-AUG-10,,HEM - SGT HEM (Oil and Grease),APPROVED,6.6,MG/L,200316090,ASSAIGAI,WWUJCG,PR TPHCTR 01
TP2.3,26-JUL-10,07/26/10,7-26-2015,Err:502,21.8,21.8,06:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,21.8,MG/L,200317442,WQL,WWUAKS,PR ADHOC  02
TP2.3,26-JUL-10,07/26/10,7-26-2015,Err:502,15.8,15.8,12:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,15.8,MG/L,200317441,WQL,WWUAKS,PR ADHOC  02
TP2.3,26-JUL-10,07/26/10,7-26-2015,Err:502,17.4,17.4,06:00,MPO,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,17.4,MG/L,200317443,WQL,WWUAKS,PR ADHOC  02
TP2.3,26-JUL-10,07/26/10,7-26-2015,Err:502,366.3,366.3,24:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,366.3,MG/L,200317497,WQL,WWUAKS,PR ADHOC  02
TP2.3,26-JUL-10,07/26/10,7-26-2015,Err:502,51.5,51.5,18:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,51.5,MG/L,200317501,WQL,WWUAKS,PR ADHOC  02
TP2.3,20-SEP-10,09/20/10,9-20-2015,Err:502,37,37,15:10,JG ,19-OCT-10,,HEM - SGT HEM (Oil and Grease),APPROVED,37,MG/L,200320001,HALL,WWUJCG,PR OILTPH 01
TP2.3,20-OCT-10,10/20/10,10-20-2015,Err:502,17,17,09:05,JG ,02-NOV-10,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200321528,HALL,WWUAKS,PR OILTPH 01
TP2.3,15-NOV-10,11/15/10,11-15-2015,Err:502,34,34,14:50,VLD,29-DEC-10,,HEM - SGT HEM (Oil and Grease),APPROVED,34,MG/L,200322716,HALL,WWUAKS,PR OILTPH 01
TP2.3,20-DEC-10,12/20/10,12-20-2015,Err:502,210,210,11:05,MPO,07-JAN-11,,HEM - SGT HEM (Oil and Grease),APPROVED,210,MG/L,200324455,HALL,WWUAKS,PR OILTPH 01
TP2.3,18-JAN-11,01/18/11,1-18-2015,Err:502,18,18,10:50,MPO,03-FEB-11,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200325612,HALL,WWUNAA,PR OILTPH 01
TP2.3,22-FEB-11,02/22/11,2-22-2015,Err:502,20,20,06:00,MPO,14-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200327217,HALL,WWUMWM,PR OILTPH 01
TP2.3,22-FEB-11,02/22/11,2-22-2015,Err:502,15,15,12:00,JDG,14-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200327218,HALL,WWUMWM,PR OILTPH 01
TP2.3,22-FEB-11,02/22/11,2-22-2015,Err:502,32,32,18:00,MPO,14-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200327292,HALL,WWUMWM,PR OILTPH 01
TP2.3,22-FEB-11,02/22/11,2-22-2015,Err:502,22,22,24:00,JDG,14-MAR-11,,HEM - SGT HEM (Oil and Grease),APPROVED,22,MG/L,200327293,HALL,WWUMWM,PR OILTPH 01
TP2.3,21-MAR-11,03/21/11,3-21-2015,Err:502,236,236,14:55,VLD,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,236,MG/L,200328506,,WWUNAA,PR OILTPH 0
TP2.3,25-APR-11,04/25/11,4-25-2015,Err:502,100.7,100.7,14:00,VLD,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,100.7,MG/L,200330208,,WWUNAA,PR OILTPH 01
TP2.3,16-MAY-11,05/16/11,5-16-2015,Err:502,67.4,67.4,14:20,JDG,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,67.4,MG/L,200331450,,WWUNAA,PR OILTPH 01
TP2.3,20-JUN-11,06/20/11,6-20-2015,Err:502,58.9,58.9,13:15,VLD,15-JUL-11,,HEM - SGT HEM (Oil and Grease),APPROVED,58.9,MG/L,200333102,,WWUNAA,PR OILTPH 01
TP2.3,18-JUL-11,07/18/11,7-18-2015,Err:502,21,21,06:00,VLD,19-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200334565,,WWUNAA,PR OILTPH 01
TP2.3,18-JUL-11,07/18/11,7-18-2015,Err:502,29,29,12:00,JDG,22-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,29,MG/L,200334571,,WWUNAA,PR OILTPH 01
